Geografia;1º;O sujeito e seu lugar no mundo;O modo de vida das crianças em diferentes lugares;(EF01GE01) Descrever características observadas de seus lugares de vivência (moradia, escola etc.) e identificar semelhanças e diferenças entre esses lugares.
Geografia;1º;O sujeito e seu lugar no mundo;O modo de vida das crianças em diferentes lugares;(EF01GE02) Identificar semelhanças e diferenças entre jogos e brincadeiras de diferentes épocas e lugares.
Geografia;1º;O sujeito e seu lugar no mundo;Situações de convívio em diferentes lugares;(EF01GE03) Identificar e relatar semelhanças e diferenças de usos do espaço público (praças, parques) para o lazer e diferentes manifestações.
Geografia;1º;O sujeito e seu lugar no mundo;Situações de convívio em diferentes lugares;(EF01GE04) Discutir e elaborar, coletivamente, regras de convívio em diferentes espaços (sala de aula, escola etc.).
Geografia;1º;Conexões e escalas;Ciclos naturais e a vida cotidiana;(EF01GE05) Observar e descrever ritmos naturais (dia e noite, variação de temperatura e umidade etc.) em diferentes escalas espaciais e temporais, comparando a sua realidade com outras.
Geografia;1º;Mundo do trabalho;Diferentes tipos de trabalho existentes no seu dia a dia;(EF01GE06) Descrever e comparar diferentes tipos de moradia ou objetos de uso cotidiano (brinquedos, roupas, mobiliários), considerando técnicas e materiais utilizados em sua produção.
Geografia;1º;Mundo do trabalho;Diferentes tipos de trabalho existentes no seu dia a dia;(EF01GE07) Descrever atividades de trabalho relacionadas com o dia a dia da sua comunidade.
Geografia;1º;Formas de representação e pensamento espacial;Pontos de referência;(EF01GE08) Criar mapas mentais e desenhos com base em itinerários, contos literários, histórias inventadas e brincadeiras.
Geografia;1º;Formas de representação e pensamento espacial;Pontos de referência;(EF01GE09) Elaborar e utilizar mapas simples para localizar elementos do local de vivência, considerando referenciais espaciais (frente e atrás, esquerda e direita, em cima e embaixo, dentro e fora) e tendo o corpo como referência.
Geografia;1º;Natureza, ambientes e qualidade de vida;Condições de vida nos lugares de vivência;(EF01GE10) Descrever características de seus lugares de vivência relacionadas aos ritmos da natureza (chuva, vento, calor etc.).
Geografia;1º;Natureza, ambientes e qualidade de vida;Condições de vida nos lugares de vivência;(EF01GE11) Associar mudanças de vestuário e hábitos alimentares em sua comunidade ao longo do ano, decorrentes da variação de temperatura e umidade no ambiente.
Geografia;2º;O sujeito e seu lugar no mundo;Convivência e interações entre pessoas na comunidade;(EF02GE01) Descrever a história das migrações no bairro ou comunidade em que vive.
Geografia;2º;O sujeito e seu lugar no mundo;Convivência e interações entre pessoas na comunidade;(EF02GE02) Comparar costumes e tradições de diferentes populações inseridas no bairro ou comunidade em que vive, reconhecendo a importância do respeito às diferenças.
Geografia;2º;O sujeito e seu lugar no mundo;Riscos e cuidados nos meios de transporte e de comunicação;(EF02GE03) Comparar diferentes meios de transporte e de comunicação, indicando o seu papel na conexão entre lugares, e discutir os riscos para a vida e para o ambiente e seu uso responsável.
Geografia;2º;Conexões e escalas;Experiências da comunidade no tempo e no espaço;(EF02GE04) Reconhecer semelhanças e diferenças nos hábitos, nas relações com a natureza e no modo de viver de pessoas em diferentes lugares.
Geografia;2º;Conexões e escalas;Mudanças e permanências;(EF02GE05) Analisar mudanças e permanências, comparando imagens de um mesmo lugar em diferentes tempos.
Geografia;2º;Mundo do trabalho;Tipos de trabalho em lugares e tempos diferentes;(EF02GE06) Relacionar o dia e a noite a diferentes tipos de atividades sociais (horário escolar, comercial, sono etc.).
Geografia;2º;Mundo do trabalho;Tipos de trabalho em lugares e tempos diferentes;(EF02GE07) Descrever as atividades extrativas (minerais, agropecuárias e industriais) de diferentes lugares, identificando os impactos ambientais.
Geografia;2º;Formas de representação e pensamento espacial;Localização, orientação e representação espacial;(EF02GE08) Identificar e elaborar diferentes formas de representação (desenhos, mapas mentais, maquetes) para representar componentes da paisagem dos lugares de vivência.
Geografia;2º;Formas de representação e pensamento espacial;Localização, orientação e representação espacial;(EF02GE09) Identificar objetos e lugares de vivência (escola e moradia) em imagens aéreas e mapas (visão vertical) e fotografias (visão oblíqua).
Geografia;2º;Formas de representação e pensamento espacial;Localização, orientação e representação espacial;(EF02GE10) Aplicar princípios de localização e posição de objetos (referenciais espaciais, como frente e atrás, esquerda e direita, em cima e embaixo, dentro e fora) por meio de representações espaciais da sala de aula e da escola.
Geografia;2º;Natureza, ambientes e qualidade de vida;Os usos dos recursos naturais: solo e água no campo e na cidade;(EF02GE11) Reconhecer a importância do solo e da água para a vida, identificando seus diferentes usos (plantação e extração de materiais, entre outras possibilidades) e os impactos desses usos no cotidiano da cidade e do campo.
Geografia;3º;O sujeito e seu lugar no mundo;A cidade e o campo: aproximações e diferenças;(EF03GE01) Identificar e comparar aspectos culturais dos grupos sociais de seus lugares de vivência, seja na cidade, seja no campo.
Geografia;3º;O sujeito e seu lugar no mundo;A cidade e o campo: aproximações e diferenças;(EF03GE02) Identificar, em seus lugares de vivência, marcas de contribuição cultural e econômica de grupos de diferentes origens.
Geografia;3º;O sujeito e seu lugar no mundo;A cidade e o campo: aproximações e diferenças;(EF03GE03) Reconhecer os diferentes modos de vida de povos e comunidades tradicionais em distintos lugares.
Geografia;3º;Conexões e escalas;Paisagens naturais e antrópicas em transformação;(EF03GE04) Explicar como os processos naturais e históricos atuam na produção e na mudança das paisagens naturais e antrópicas nos seus lugares de vivência, comparando-os a outros lugares.
Geografia;3º;Mundo do trabalho;Matéria-prima e indústria;(EF03GE05) Identificar alimentos, minerais e outros produtos cultivados e extraídos da natureza, comparando as atividades de trabalho em diferentes lugares.
Geografia;3º;Formas de representação e pensamento espacial;Representações cartográficas;(EF03GE06) Identificar e interpretar imagens bidimensionais e tridimensionais em diferentes tipos de representação cartográfica.
Geografia;3º;Formas de representação e pensamento espacial;Representações cartográficas;(EF03GE07) Reconhecer e elaborar legendas com símbolos de diversos tipos de representações em diferentes escalas cartográficas.
Geografia;3º;Natureza, ambientes e qualidade de vida;Produção, circulação e consumo;(EF03GE08) Relacionar a produção de lixo doméstico ou da escola aos problemas causados pelo consumo excessivo e construir propostas para o consumo consciente, considerando a ampliação de hábitos de redução, reúso e reciclagem/ descarte de materiais consumidos em casa, na escola e/ou no entorno.
Geografia;3º;Natureza, ambientes e qualidade de vida;Impactos das atividades humanas;(EF03GE09) Investigar os usos dos recursos naturais, com destaque para os usos da água em atividades cotidianas (alimentação, higiene, cultivo de plantas etc.), e discutir os problemas ambientais provocados por esses usos.
Geografia;3º;Natureza, ambientes e qualidade de vida;Impactos das atividades humanas;(EF03GE10) Identificar os cuidados necessários para utilização da água na agricultura e na geração de energia de modo a garantir a manutenção do provimento de água potável.
Geografia;3º;Natureza, ambientes e qualidade de vida;Impactos das atividades humanas;(EF03GE11) Comparar impactos das atividades econômicas urbanas e rurais sobre o ambiente físico natural, assim como os riscos provenientes do uso de ferramentas e máquinas.
Geografia;4º;O sujeito e seu lugar no mundo;Território e diversidade cultural;(EF04GE01) Selecionar, em seus lugares de vivência e em suas histórias familiares e/ou da comunidade, elementos de distintas culturas (indígenas, afro-brasileiras, de outras regiões do país, latino-americanas, europeias, asiáticas etc.), valorizando o que é próprio em cada uma delas e sua contribuição para a formação da cultura local, regional e brasileira.
